p_num,p_na,p_ty,p_rad,p_ad,p_lat,p_lon,p_ce_na,p_pho,p_ce_ad
46130-00100,평여2공원(망향공원),어린이공원,nan,전라남도 여수시 평여동 641-5,34.81233523,127.670953,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00101,신촌공원,어린이공원,nan,전라남도 여수시 중흥동 101-2,34.82505028,127.6870258,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00102,삼일공원,역사공원,nan,전라남도 여수시 중흥동 1696-2,34.83706556,127.6937461,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00103,오충사공원,역사공원,nan,전라남도 여수시 웅천동 624,34.75110145,127.680627,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00104,청소년문화공원,근린공원,nan,전라남도 여수시 웅천동 1684,34.74744791,127.6743325,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00105,암골못공원,근린공원,nan,전라남도 여수시 웅천동 1816-1,34.751053,127.687097,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00106,웅천못공원,근린공원,nan,전라남도 여수시 웅천동 1836,34.74899974,127.6908833,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00107,해변공원,수변공원,nan,전라남도 여수시 웅천동 1899-2,34.73993966,127.675185,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00108,자당공원,역사공원,nan,전라남도 여수시 웅천동 1849,34.74189305,127.684722,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00111,죽림근린공원,근린공원,nan,전라남도 여수시 소라면 죽림리 1169,34.76308166,127.6349321,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00112,상금천공원,어린이공원,nan,전라남도 여수시 소라면 죽림리 1151,34.76463598,127.6356668,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00113,차동공원,어린이공원,nan,전라남도 여수시 소라면 죽림리 1140,34.76515084,127.6373094,전라남도 여수시청,061-659-4627,전라남도 여수시
46130-00114,시구들공원,어린이공원,nan,전라남도 여수시 소라면 죽림리 1197,34.76366217,127.6391227,전라남도 여수시청,061-659-4627,전라남도 여수시
11560-00001,신일어린이공원,어린이공원,nan,서울특별시 영등포구 신길동 455-1,37.510022,126.9221917,서울특별시 영등포구청,02-2670-3757,서울특별시 영등포구
11560-00002,자매근린공원,근린공원,서울특별시 영등포구 의사당대로 지하 166,서울특별시 영등포구 여의도동 56,37.5166297,126.9290797,서울특별시 영등포구청,02-2670-3758,서울특별시 영등포구
11560-00003,문래근린공원,근린공원,nan,서울특별시 영등포구 문래동3가 66,37.517456,126.894267,서울특별시 영등포구청,02-2670-3758,서울특별시 영등포구
11560-00004,신길근린공원,근린공원,서울특별시 영등포구 도림로80길 6,서울특별시 영등포구 신길동 341-3,37.501712,126.905408,서울특별시 영등포구청,02-2670-3758,서울특별시 영등포구
11560-00005,당산근린공원,근린공원,서울특별시 영등포구 당산로27길 12,서울특별시 영등포구 당산동3가 385,37.52521794,126.8951468,서울특별시 영등포구청,02-2670-3758,서울특별시 영등포구
11560-00006,메낙골근린공원,근린공원,nan,서울특별시 영등포구 신길동 4934-4,37.50701967,126.915244,서울특별시 영등포구청,02-2670-3758,서울특별시 영등포구
11560-00007,중앙어린이공원,어린이공원,서울특별시 영등포구 영등포로35길 13,서울특별시 영등포구 영등포동6가 65-1,37.521363,126.904164,서울특별시 영등포구청,02-2670-3757,서울특별시 영등포구
11560-00008,평화어린이공원,어린이공원,서울특별시 영등포구 63로 45,서울특별시 영등포구 여의도동 50-2,37.52135273,126.9373261,서울특별시 영등포구청,02-2670-3757,서울특별시 영등포구
11560-00009,자유어린이공원,어린이공원,서울특별시 영등포구 63로 45,서울특별시 영등포구 여의도동 50-3,37.521353,126.937326,서울특별시 영등포구청,02-2670-3757,서울특별시 영등포구
11560-00010,강마을어린이공원,어린이공원,nan,서울특별시 영등포구 당산6가 10-7,37.532972,126.906681,서울특별시 영등포구청,02-2670-3757,서울특별시 영등포구
27710-00017,금포6공원,어린이공원,nan,대구광역시 달성군 논공읍 금포리 2502,35.7715844,128.4290474,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00018,금포7공원,어린이공원,nan,대구광역시 달성군 논공읍 금포리 2494,35.7730946,128.428986,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00019,서재공원,근린공원,nan,대구광역시 달성군 다사읍 서재리 693-18,35.875469,128.4942566,대구광역시 달성군청,053-668-2702,대구광역시 달성군
27710-00020,죽곡1공원,어린이공원,nan,대구광역시 달성군 다사읍 매곡리 1516-2,35.86618525,128.4646089,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00021,죽곡2공원,어린이공원,nan,대구광역시 달성군 다사읍 매곡리 1529,35.86382179,128.4673107,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00022,죽곡3공원,어린이공원,nan,대구광역시 달성군 다사읍 매곡리 1540-1,35.86230886,128.4664539,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00023,죽곡4공원,어린이공원,nan,대구광역시 달성군 다사읍 매곡리 1543-1,35.85977401,128.4657714,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00024,죽곡5공원,어린이공원,nan,대구광역시 달성군 다사읍 매곡리 1538-1,35.85760013,128.4686333,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00025,다사공원,근린공원,nan,대구광역시 달성군 다사읍 세천리 547,35.87238182,128.4639828,대구광역시 달성군청,053-668-2702,대구광역시 달성군
27710-00026,매곡공원,근린공원,nan,대구광역시 달성군 다사읍 매곡리 1535,35.86209875,128.4696783,대구광역시 달성군청,053-668-2702,대구광역시 달성군
27710-00027,세천2호공원,어린이공원,nan,대구광역시 달성군 다사읍 세천리 1706,35.87715837,128.471598,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00028,세천3호공원,어린이공원,nan,대구광역시 달성군 다사읍 세천리 1589,35.87270449,128.4790584,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00029,세천4호공원,어린이공원,nan,대구광역시 달성군 다사읍 세천리 1601,35.87192883,128.4742034,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00030,세천1호공원,어린이공원,nan,대구광역시 달성군 다사읍 세천리 1676,35.87602572,128.4723488,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00031,박실공원,소공원,nan,대구광역시 달성군 다사읍 박곡리 192-1,35.88711637,128.488436,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00032,본마을공원,소공원,nan,대구광역시 달성군 다사읍 문양리 540-4,35.86169798,128.4382917,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00033,대실공원,근린공원,nan,대구광역시 달성군 다사읍 죽곡리 821-1,35.85397577,128.4692929,대구광역시 달성군청,053-668-2702,대구광역시 달성군
27710-00034,죽곡공원,근린공원,nan,대구광역시 달성군 다사읍 죽곡리 822-1,35.85217965,128.4661401,대구광역시 달성군청,053-668-2702,대구광역시 달성군
27710-00035,죽림공원,어린이공원,nan,대구광역시 달성군 다사읍 죽곡리 산 11-1,35.85005495,128.4642703,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00036,모암공원,어린이공원,nan,대구광역시 달성군 다사읍 죽곡리 824-7,35.85165038,128.4676867,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00037,세천공원,어린이공원,nan,대구광역시 달성군 다사읍 세천리 1696-1,35.87278933,128.4763216,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00038,세천늪공원,근린공원,nan,대구광역시 달성군 다사읍 세천리 289,35.87980784,128.4707424,대구광역시 달성군청,053-668-2702,대구광역시 달성군
27710-00039,첨단산업단지공원,근린공원,nan,대구광역시 달성군 다사읍 세천리 1694-1,35.86922417,128.4753453,대구광역시 달성군청,053-668-2702,대구광역시 달성군
27710-00040,강정공원,어린이공원,nan,대구광역시 달성군 다사읍 죽곡리 858-1,35.84912372,128.4677471,대구광역시 달성군청,053-668-2703,대구광역시 달성군
27710-00041,서재체육공원,체육공원,nan,대구광역시 달성군 다사읍 방천리 419-26,35.88428804,128.5032013,대구광역시 달성군청,053-668-2704,대구광역시 달성군
27710-00042,비슬구천공원,근린공원,nan,대구광역시 달성군 유가읍 쌍계리 646,35.69946587,128.4638699,대구광역시 달성군청,053-668-8307,대구광역시 달성군
27710-00043,비슬공원,근린공원,nan,대구광역시 달성군 유가읍 봉리 597-1,35.6953065,128.4578827,대구광역시 달성군청,053-668-8307,대구광역시 달성군
41220-00391,제1호 어린이공원(브레인시티),어린이공원,nan,경기도 평택시 서정동 1125,37.058838,127.060253,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00469,문화공원 2호(황해경제구역 현덕지구),문화공원,nan,경기도 평택시 현덕면 장수리 353-3,36.933907,126.903334,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00393,신촌 쇠물뿌리 체육공원(신촌지구  동부 102호),체육공원,nan,경기도 평택시 칠원동 417-1,37.02408,127.103756,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00394,제1호 체육공원(브레인시티),체육공원,nan,경기도 평택시 도일동 582-3,37.049115,127.106627,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00395,제2호 체육공원(브레인시티),체육공원,nan,경기도 평택시 가재동 128,37.038626,127.087233,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00396,1호 도란뜰 근린공원(화양지구),근린공원,nan,경기도 평택시 안중읍 현화리 산350-4임,36.987556,126.90609,경기도 평택시청,031-8024-4248,경기도 평택시
41220-00397,2호 근린공원 (화양지구),근린공원,nan,경기도 평택시 현덕면 운정리 산72-1,36.986097,126.899903,경기도 평택시청,031-8024-4248,경기도 평택시
28200-00090,모래마을1호,어린이공원,nan,인천광역시 남동구 구월동 1304-25,37.45312823,126.723794,인천광역시 남동구청,032-453-2856,인천광역시 남동구
28110-00024,오가공원,어린이공원,nan,인천광역시 중구 운남동 1508,37.49505197,126.5308652,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00025,은방울공원,어린이공원,nan,인천광역시 중구 운남동 1533,37.49232952,126.5310761,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00026,진달래공원,어린이공원,nan,인천광역시 중구 운남동 1543,37.49209604,126.5283644,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00027,운남제1호공원,근린공원,nan,인천광역시 중구 운남동 1551,37.49088179,126.5310506,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00029,큰말공원,근린공원,nan,인천광역시 중구 운남동 1680-4,37.4768762,126.5131651,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00030,안양골공원,근린공원,nan,인천광역시 중구 운남동 1740-19,37.48359714,126.5450208,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00031,구석말공원,근린공원,nan,인천광역시 중구 중산동 1871-6,37.48564112,126.5526025,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00032,선사공원,근린공원,nan,인천광역시 중구 중산동 1880-4,37.4951776,126.5549014,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00033,배곶공원,근린공원,nan,인천광역시 중구 중산동 1887-16,37.49334972,126.5652165,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00034,월촌공원,근린공원,nan,인천광역시 중구 중산동 1912-1,37.50057434,126.5693242,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00035,방죽공원,근린공원,nan,인천광역시 중구 중산동 1958-7,37.49281711,126.5721494,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00036,갯벌공원,근린공원,nan,인천광역시 중구 운남동 1711-62,37.48255921,126.5370957,인천광역시 중구청,032-760-7778,인천광역시 중구
28110-00037,파크골프공원,근린공원,nan,인천광역시 중구 중산동 1878-2,37.48978153,126.554357,인천광역시 중구청,032-760-7778,인천광역시 중구
